Record#,PIT Tag,SRR Verbose,Event Type,Conditional Comments,Length,Weight,Text Comments,Event Date (PST),Event Site,Brood Year,Migration Year,Release Site,Release Date (PST),Organization,Hatchery,Additional Positional,Tally Count,SRR Code
10,3DD.0077570195,Wild Summer Chinook,Mark,,95,5.9,,3/12/2017 6:28,SECTRP,2015,2017,SECTRP,3/12/2017 6:28,NPT,,,1,12W
11,3DD.0077574794,Wild Summer Chinook,Mark,,90,7.1,,3/12/2017 6:25,SECTRP,2015,2017,SECTRP,3/12/2017 6:25,NPT,,,1,12W
1,3DD.00774EC503,Wild Summer Chinook,Mark,,71,3.3,,3/13/2017 4:15,JOHTRP,2015,2017,JOHTRP,3/13/2017 4:15,NPT,,,1,12W
2,3DD.00774F275C,Wild Summer Chinook,Mark,,76,3.5,,3/13/2017 4:19,JOHTRP,2015,2017,JOHTRP,3/13/2017 4:19,NPT,,,1,12W
3,3DD.007757050C,Wild Summer Chinook,Mark,,83,5.5,,3/13/2017 4:19,JOHTRP,2015,2017,JOHTRP,3/13/2017 4:19,NPT,,,1,12W
1,3DD.007756FB90,Wild Summer Chinook,Mark,,83,4.7,,3/14/2017 6:47,JOHTRP,2015,2017,JOHTRP,3/14/2017 6:47,NPT,,,1,12W
2,3DD.0077573C5D,Wild Summer Chinook,Recapture,RE,82,5.2,RC (CDR17071JCT),3/14/2017 6:52,JOHTRP,2015,2017,JOHTRP,3/14/2017 6:52,NPT,,,1,12W
3,3DD.007757420E,Wild Summer Chinook,Mark,,80,4.8,,3/14/2017 6:52,JOHTRP,2015,2017,JOHTRP,3/14/2017 6:52,NPT,,,1,12W
4,3DD.00774ED8C7,Wild Summer Steelhead,Mark,,74,3.6,,3/14/2017 6:52,JOHTRP,    ,2017,JOHTRP,3/14/2017 6:52,NPT,,,1,32W
5,3DD.00774F81AA,Wild Summer Steelhead,Mark,,67,2.7,,3/14/2017 6:52,JOHTRP,    ,2017,JOHTRP,3/14/2017 6:52,NPT,,,1,32W
1,3DD.00775728A7,Wild Summer Chinook,Mark,,79,5,,3/16/2017 7:46,JOHTRP,2015,2017,JOHTRP,3/16/2017 7:46,NPT,,,1,12W
2,3DD.007756DF73,Wild Summer Chinook,Mark,,82,5.7,,3/16/2017 7:52,JOHTRP,2015,2017,JOHTRP,3/16/2017 7:52,NPT,,,1,12W
3,3DD.007757503D,Wild Summer Chinook,Mark,,74,3.8,,3/16/2017 7:53,JOHTRP,2015,2017,JOHTRP,3/16/2017 7:53,NPT,,,1,12W
4,3DD.00775731B1,Wild Summer Chinook,Mark,,93,8.1,,3/16/2017 7:53,JOHTRP,2015,2017,JOHTRP,3/16/2017 7:53,NPT,,,1,12W
5,3DD.007756C04B,Wild Summer Chinook,Mark,,84,5.6,,3/16/2017 7:53,JOHTRP,2015,2017,JOHTRP,3/16/2017 7:53,NPT,,,1,12W
6,3DD.0077572A6D,Wild Summer Chinook,Mark,,94,8,,3/16/2017 7:54,JOHTRP,2015,2017,JOHTRP,3/16/2017 7:54,NPT,,,1,12W
7,3DD.00775708B8,Wild Summer Chinook,Mark,,90,6.9,,3/16/2017 7:55,JOHTRP,2015,2017,JOHTRP,3/16/2017 7:55,NPT,,,1,12W
8,3DD.00774F8C1B,Wild Summer Chinook,Mark,,88,6.7,,3/16/2017 7:55,JOHTRP,2015,2017,JOHTRP,3/16/2017 7:55,NPT,,,1,12W
9,3DD.00774F7F8D,Wild Summer Chinook,Mark,,85,6.1,,3/16/2017 7:56,JOHTRP,2015,2017,JOHTRP,3/16/2017 7:56,NPT,,,1,12W
10,3DD.007756F35D,Wild Summer Chinook,Mark,,85,6.3,,3/16/2017 7:56,JOHTRP,2015,2017,JOHTRP,3/16/2017 7:56,NPT,,,1,12W
11,3DD.00774FAE4E,Wild Summer Chinook,Mark,,87,6.1,,3/16/2017 7:57,JOHTRP,2015,2017,JOHTRP,3/16/2017 7:57,NPT,,,1,12W
12,3DD.00775730FC,Wild Summer Chinook,Mark,,83,5,,3/16/2017 7:57,JOHTRP,2015,2017,JOHTRP,3/16/2017 7:57,NPT,,,1,12W
13,3DD.007757165A,Wild Summer Chinook,Mark,,86,6.3,,3/16/2017 7:57,JOHTRP,2015,2017,JOHTRP,3/16/2017 7:57,NPT,,,1,12W
14,3DD.007756C8C8,Wild Summer Chinook,Mark,,83,5.6,,3/16/2017 7:58,JOHTRP,2015,2017,JOHTRP,3/16/2017 7:58,NPT,,,1,12W
15,3DD.00774F741D,Wild Summer Chinook,Mark,,78,4.6,,3/16/2017 7:58,JOHTRP,2015,2017,JOHTRP,3/16/2017 7:58,NPT,,,1,12W
16,3DD.007756C38D,Wild Summer Chinook,Mark,,90,7.5,,3/16/2017 7:59,JOHTRP,2015,2017,JOHTRP,3/16/2017 7:59,NPT,,,1,12W
17,3DD.00774F8A9F,Wild Summer Chinook,Mark,,84,6.2,,3/16/2017 7:59,JOHTRP,2015,2017,JOHTRP,3/16/2017 7:59,NPT,,,1,12W
18,3DD.00775731A4,Wild Summer Steelhead,Mark,,85,6.7,,3/16/2017 8:01,JOHTRP,    ,2017,JOHTRP,3/16/2017 8:01,NPT,,,1,32W
19,384.1B79755E5A,Wild Summer Steelhead,Mark,,58,1.8,,3/16/2017 8:02,JOHTRP,    ,2017,JOHTRP,3/16/2017 8:02,NPT,,,1,32W
20,384.1B7972CC7A,Wild Summer Steelhead,Mark,,58,1.9,,3/16/2017 8:03,JOHTRP,    ,2017,JOHTRP,3/16/2017 8:03,NPT,,,1,32W
1,..........,Wild Summer Chinook,Recovery,M,68,3.5,TRAP MORT,3/17/2017 7:14,JOHTRP,2015,2017,JOHTRP,3/17/2017 7:14,NPT,,,1,12W
2,3DD.007756FB95,Wild Summer Chinook,Mark,,89,6.6,,3/17/2017 7:17,JOHTRP,2015,2017,JOHTRP,3/17/2017 7:17,NPT,,,1,12W
3,3DD.00774EA71C,Wild Summer Chinook,Mark,,89,7.5,,3/17/2017 7:19,JOHTRP,2015,2017,JOHTRP,3/17/2017 7:19,NPT,,,1,12W
4,3DD.0077571DDC,Wild Summer Chinook,Mark,,90,7.3,,3/17/2017 7:20,JOHTRP,2015,2017,JOHTRP,3/17/2017 7:20,NPT,,,1,12W
5,3DD.00774F9B7C,Wild Summer Chinook,Mark,,87,6.1,,3/17/2017 7:21,JOHTRP,2015,2017,JOHTRP,3/17/2017 7:21,NPT,,,1,12W
6,3DD.00774F7307,Wild Summer Chinook,Mark,,88,7,,3/17/2017 7:21,JOHTRP,2015,2017,JOHTRP,3/17/2017 7:21,NPT,,,1,12W
7,3DD.00774F7146,Wild Summer Chinook,Mark,,77,4.6,,3/17/2017 7:21,JOHTRP,2015,2017,JOHTRP,3/17/2017 7:21,NPT,,,1,12W
8,3DD.007756F254,Wild Summer Chinook,Mark,,81,5.1,,3/17/2017 7:22,JOHTRP,2015,2017,JOHTRP,3/17/2017 7:22,NPT,,,1,12W
9,3DD.00774F1C0A,Wild Summer Chinook,Mark,,89,7.5,,3/17/2017 7:22,JOHTRP,2015,2017,JOHTRP,3/17/2017 7:22,NPT,,,1,12W
10,384.1B79755B55,Wild Summer Steelhead,Mark,,63,2.2,,3/17/2017 7:23,JOHTRP,    ,2017,JOHTRP,3/17/2017 7:23,NPT,,,1,32W
1,..........,Wild Summer Chinook,Recovery,M,90,8.1,TRAP MORT,3/18/2017 7:46,JOHTRP,2015,2017,JOHTRP,3/18/2017 7:46,NPT,,,1,12W
2,..........,Other,Recovery,M,88,8.9,TRAP MORT,3/18/2017 7:49,JOHTRP,    ,2017,JOHTRP,3/18/2017 7:49,NPT,,,1,90U
3,3DD.007757316C,Wild Summer Chinook,Mark,,80,4.6,,3/18/2017 7:50,JOHTRP,2015,2017,JOHTRP,3/18/2017 7:50,NPT,,,1,12W
4,3DD.00775730F7,Wild Summer Chinook,Mark,,79,4.6,,3/18/2017 7:51,JOHTRP,2015,2017,JOHTRP,3/18/2017 7:51,NPT,,,1,12W
5,3DD.00775716A1,Wild Summer Chinook,Mark,,75,4.3,,3/18/2017 7:52,JOHTRP,2015,2017,JOHTRP,3/18/2017 7:52,NPT,,,1,12W
6,3DD.00774E6461,Wild Summer Chinook,Mark,,86,6.8,,3/18/2017 7:52,JOHTRP,2015,2017,JOHTRP,3/18/2017 7:52,NPT,,,1,12W
7,3DD.00774FB5EA,Wild Summer Chinook,Mark,,83,5.3,,3/18/2017 7:53,JOHTRP,2015,2017,JOHTRP,3/18/2017 7:53,NPT,,,1,12W
8,3DD.00774F267F,Wild Summer Chinook,Mark,,89,7.1,,3/18/2017 7:54,JOHTRP,2015,2017,JOHTRP,3/18/2017 7:54,NPT,,,1,12W
9,3DD.007756C6E9,Wild Summer Chinook,Mark,,87,7.1,,3/18/2017 7:54,JOHTRP,2015,2017,JOHTRP,3/18/2017 7:54,NPT,,,1,12W
10,3DD.00774ED5B2,Wild Summer Chinook,Mark,,83,5.9,,3/18/2017 7:55,JOHTRP,2015,2017,JOHTRP,3/18/2017 7:55,NPT,,,1,12W
11,3DD.00774F7F99,Wild Summer Chinook,Mark,,90,6.9,,3/18/2017 7:55,JOHTRP,2015,2017,JOHTRP,3/18/2017 7:55,NPT,,,1,12W
12,3DD.0077570121,Wild Summer Chinook,Mark,,86,6.5,,3/18/2017 7:55,JOHTRP,2015,2017,JOHTRP,3/18/2017 7:55,NPT,,,1,12W
13,3DD.007757286F,Wild Summer Chinook,Mark,,80,5.1,NEW CLIPFILE # CAZ7229,3/18/2017 7:56,JOHTRP,2015,2017,JOHTRP,3/18/2017 7:56,NPT,,,1,12W
1,..........,Other,Recovery,M,91,11.8,TRAP MORT,3/19/2017 7:05,JOHTRP,    ,2017,JOHTRP,3/19/2017 7:05,NPT,,,1,90U
2,..........,Wild Summer Chinook,Recovery,M,90,7.2,TRAP MORT,3/19/2017 7:09,JOHTRP,2015,2017,JOHTRP,3/19/2017 7:09,NPT,,,1,12W
3,3DD.00774ED750,Wild Summer Chinook,Mark,,93,7.5,,3/19/2017 7:09,JOHTRP,2015,2017,JOHTRP,3/19/2017 7:09,NPT,,,1,12W
4,3DD.007756C930,Wild Summer Chinook,Mark,,93,7.9,,3/19/2017 7:11,JOHTRP,2015,2017,JOHTRP,3/19/2017 7:11,NPT,,,1,12W
5,3DD.00774EA6DD,Wild Summer Chinook,Mark,,90,7.3,,3/19/2017 7:11,JOHTRP,2015,2017,JOHTRP,3/19/2017 7:11,NPT,,,1,12W
6,3DD.0077573BEC,Wild Summer Chinook,Mark,CA,89,7.7,,3/19/2017 7:11,JOHTRP,2015,2017,JOHTRP,3/19/2017 7:11,NPT,,,1,12W
7,3DD.007756EE0C,Wild Summer Chinook,Mark,,78,4.5,,3/19/2017 7:12,JOHTRP,2015,2017,JOHTRP,3/19/2017 7:12,NPT,,,1,12W
8,3DD.00774F7F1C,Wild Summer Chinook,Mark,,94,8.8,,3/19/2017 7:12,JOHTRP,2015,2017,JOHTRP,3/19/2017 7:12,NPT,,,1,12W
9,3DD.00775746A5,Wild Summer Chinook,Mark,,78,5,,3/19/2017 7:12,JOHTRP,2015,2017,JOHTRP,3/19/2017 7:12,NPT,,,1,12W
10,3DD.007756F889,Wild Summer Chinook,Mark,,93,8,,3/19/2017 7:13,JOHTRP,2015,2017,JOHTRP,3/19/2017 7:13,NPT,,,1,12W
11,3DD.00774F6563,Wild Summer Chinook,Mark,,67,3.3,,3/19/2017 7:13,JOHTRP,2016,2017,JOHTRP,3/19/2017 7:13,NPT,,,1,12W
12,3DD.00774FC3DB,Wild Summer Chinook,Mark,,83,5.8,,3/19/2017 7:14,JOHTRP,2015,2017,JOHTRP,3/19/2017 7:14,NPT,,,1,12W
13,3DD.00774F7428,Wild Summer Chinook,Mark,,87,6.3,,3/19/2017 7:15,JOHTRP,2015,2017,JOHTRP,3/19/2017 7:15,NPT,,,1,12W
14,3DD.0077572453,Wild Summer Chinook,Mark,,87,6.6,,3/19/2017 7:15,JOHTRP,2015,2017,JOHTRP,3/19/2017 7:15,NPT,,,1,12W
15,3DD.007756D110,Wild Summer Chinook,Mark,,82,5.8,,3/19/2017 7:15,JOHTRP,2015,2017,JOHTRP,3/19/2017 7:15,NPT,,,1,12W
16,3DD.0077575318,Wild Summer Chinook,Mark,,82,5.5,,3/19/2017 7:16,JOHTRP,2015,2017,JOHTRP,3/19/2017 7:16,NPT,,,1,12W
17,3DD.007756C8AD,Wild Summer Chinook,Mark,,77,4.6,,3/19/2017 7:16,JOHTRP,2015,2017,JOHTRP,3/19/2017 7:16,NPT,,,1,12W
18,3DD.007756D475,Wild Summer Chinook,Mark,,78,4.9,,3/19/2017 7:16,JOHTRP,2015,2017,JOHTRP,3/19/2017 7:16,NPT,,,1,12W
19,3DD.007756E188,Wild Summer Chinook,Mark,,86,6.5,,3/19/2017 7:17,JOHTRP,2015,2017,JOHTRP,3/19/2017 7:17,NPT,,,1,12W
20,3DD.00774F1133,Wild Summer Chinook,Mark,,81,5.2,,3/19/2017 7:17,JOHTRP,2015,2017,JOHTRP,3/19/2017 7:17,NPT,,,1,12W
21,3DD.0077574604,Wild Summer Chinook,Mark,,83,6.1,,3/19/2017 7:17,JOHTRP,2015,2017,JOHTRP,3/19/2017 7:17,NPT,,,1,12W
22,3DD.0077571B25,Wild Summer Chinook,Mark,,85,6,,3/19/2017 7:18,JOHTRP,2015,2017,JOHTRP,3/19/2017 7:18,NPT,,,1,12W
23,3DD.00775746B8,Wild Summer Chinook,Mark,,89,6.6,,3/19/2017 7:18,JOHTRP,2015,2017,JOHTRP,3/19/2017 7:18,NPT,,,1,12W
24,3DD.00774F8CC7,Wild Summer Chinook,Mark,,75,4.4,,3/19/2017 7:18,JOHTRP,2015,2017,JOHTRP,3/19/2017 7:18,NPT,,,1,12W
25,3DD.0077572F5B,Wild Summer Chinook,Mark,,74,3.9,,3/19/2017 7:19,JOHTRP,2015,2017,JOHTRP,3/19/2017 7:19,NPT,,,1,12W
26,3DD.0077573572,Wild Summer Chinook,Mark,,69,3.5,,3/19/2017 7:19,JOHTRP,2015,2017,JOHTRP,3/19/2017 7:19,NPT,,,1,12W
27,3DD.0077573C48,Wild Summer Chinook,Mark,,98,10,,3/19/2017 7:20,JOHTRP,2015,2017,JOHTRP,3/19/2017 7:20,NPT,,,1,12W
28,3DD.007756CE3E,Wild Summer Steelhead,Mark,,101,9,,3/19/2017 7:20,JOHTRP,    ,2017,JOHTRP,3/19/2017 7:20,NPT,,,1,32W
29,384.1B7972CCE8,Wild Summer Steelhead,Mark,,62,2.1,,3/19/2017 7:21,JOHTRP,    ,2017,JOHTRP,3/19/2017 7:21,NPT,,,1,32W
30,384.1B797558F3,Wild Summer Steelhead,Mark,,56,1.7,,3/19/2017 7:22,JOHTRP,    ,2017,JOHTRP,3/19/2017 7:22,NPT,,,1,32W
31,384.1B7972D984,Wild Summer Steelhead,Mark,,64,2.5,,3/19/2017 7:22,JOHTRP,    ,2017,JOHTRP,3/19/2017 7:22,NPT,,,1,32W
1,..........,Wild Summer Chinook,Tally,,81,5.6,MORIBUND,3/20/2017 7:31,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:31,NPT,,,1,12W
2,3DD.007756C78D,Wild Summer Chinook,Mark,,79,4.8,,3/20/2017 7:41,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:41,NPT,,,1,12W
3,3DD.00774FC3A8,Wild Summer Chinook,Mark,,84,6.4,,3/20/2017 7:44,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:44,NPT,,,1,12W
4,3DD.00774F4B02,Wild Summer Chinook,Mark,,77,4.2,,3/20/2017 7:44,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:44,NPT,,,1,12W
5,3DD.00775714C8,Wild Summer Chinook,Mark,,85,6.1,,3/20/2017 7:44,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:44,NPT,,,1,12W
6,3DD.007756C186,Wild Summer Chinook,Mark,,74,4.1,,3/20/2017 7:45,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:45,NPT,,,1,12W
7,3DD.00774F271B,Wild Summer Chinook,Mark,,83,5.5,,3/20/2017 7:45,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:45,NPT,,,1,12W
8,3DD.007757475B,Wild Summer Chinook,Mark,,77,4,,3/20/2017 7:46,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:46,NPT,,,1,12W
9,3DD.0077573480,Wild Summer Chinook,Mark,,87,6.8,,3/20/2017 7:46,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:46,NPT,,,1,12W
10,3DD.007756E2B7,Wild Summer Chinook,Mark,,82,5.7,,3/20/2017 7:46,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:46,NPT,,,1,12W
11,3DD.00774F1E56,Wild Summer Chinook,Mark,,87,6.2,,3/20/2017 7:47,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:47,NPT,,,1,12W
12,3DD.007756CE34,Wild Summer Chinook,Mark,,84,5.8,,3/20/2017 7:47,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:47,NPT,,,1,12W
13,3DD.00774FB67F,Wild Summer Chinook,Mark,,73,4.2,,3/20/2017 7:47,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:47,NPT,,,1,12W
14,3DD.00774FCBF9,Wild Summer Chinook,Mark,,77,4.5,,3/20/2017 7:48,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:48,NPT,,,1,12W
15,3DD.00774EE5C8,Wild Summer Chinook,Mark,,86,5.9,,3/20/2017 7:48,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:48,NPT,,,1,12W
16,3DD.00774ECA84,Wild Summer Chinook,Mark,,83,5.4,,3/20/2017 7:48,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:48,NPT,,,1,12W
17,3DD.00774EF2DD,Wild Summer Chinook,Mark,,82,5.4,,3/20/2017 7:49,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:49,NPT,,,1,12W
18,..........,Mountain Whitefish,Tally,,92,6.8,,3/20/2017 7:49,JOHTRP,    ,2017,JOHTRP,3/20/2017 7:49,NPT,,,1,G0W
19,3DD.00774FA930,Wild Summer Chinook,Mark,,78,5.2,,3/20/2017 7:49,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:49,NPT,,,1,12W
20,3DD.0077573AB1,Wild Summer Chinook,Mark,,80,5.4,,3/20/2017 7:50,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:50,NPT,,,1,12W
21,3DD.00774F6549,Wild Summer Chinook,Mark,LA,79,4.3,,3/20/2017 7:50,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:50,NPT,,,1,12W
22,3DD.007757201E,Wild Summer Chinook,Mark,,83,5.5,,3/20/2017 7:51,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:51,NPT,,,1,12W
23,3DD.00774E641C,Wild Summer Chinook,Mark,,77,4.6,,3/20/2017 7:51,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:51,NPT,,,1,12W
24,3DD.00774F7F60,Wild Summer Chinook,Mark,,85,6.5,,3/20/2017 7:51,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:51,NPT,,,1,12W
25,3DD.00775736CD,Wild Summer Chinook,Mark,,83,5.8,,3/20/2017 7:52,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:52,NPT,,,1,12W
26,3DD.00774F11CB,Wild Summer Chinook,Mark,,80,4.9,,3/20/2017 7:52,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:52,NPT,,,1,12W
27,3DD.007756DD23,Wild Summer Chinook,Mark,,86,6.3,,3/20/2017 7:52,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:52,NPT,,,1,12W
28,3DD.00774FB843,Wild Summer Chinook,Mark,,80,4.8,,3/20/2017 7:53,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:53,NPT,,,1,12W
29,3DD.0077574EBD,Wild Summer Chinook,Mark,,80,4.7,,3/20/2017 7:53,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:53,NPT,,,1,12W
30,3DD.0077571402,Wild Summer Chinook,Mark,,82,5.4,,3/20/2017 7:53,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:53,NPT,,,1,12W
31,3DD.007756EE0F,Wild Summer Chinook,Mark,,86,6.7,,3/20/2017 7:53,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:53,NPT,,,1,12W
32,3DD.00774F4224,Wild Summer Chinook,Mark,,87,6.9,,3/20/2017 7:54,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:54,NPT,,,1,12W
33,3DD.007756C7CA,Wild Summer Chinook,Mark,,82,5.3,,3/20/2017 7:54,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:54,NPT,,,1,12W
34,3DD.0077571FCC,Wild Summer Chinook,Mark,,88,6.5,,3/20/2017 7:54,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:54,NPT,,,1,12W
35,3DD.007756C371,Wild Summer Chinook,Mark,,73,3.9,,3/20/2017 7:55,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:55,NPT,,,1,12W
36,3DD.0077574ED6,Wild Summer Chinook,Mark,,80,5.4,,3/20/2017 7:55,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:55,NPT,,,1,12W
37,3DD.00774E0988,Wild Summer Chinook,Mark,,83,5.4,,3/20/2017 7:55,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:55,NPT,,,1,12W
38,3DD.00774F4A1A,Wild Summer Chinook,Mark,,83,5.4,,3/20/2017 7:56,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:56,NPT,,,1,12W
39,3DD.007756DFDC,Wild Summer Chinook,Mark,,75,4.3,,3/20/2017 7:56,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:56,NPT,,,1,12W
40,3DD.00774F9ACC,Wild Summer Chinook,Mark,,79,4.6,,3/20/2017 7:56,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:56,NPT,,,1,12W
41,3DD.007756C870,Wild Summer Steelhead,Mark,,134,23,,3/20/2017 7:57,JOHTRP,    ,2017,JOHTRP,3/20/2017 7:57,NPT,,,1,32W
42,..........,Wild Summer Steelhead,Tally,CA,48,1.1,,3/20/2017 7:58,JOHTRP,    ,2017,JOHTRP,3/20/2017 7:58,NPT,,,1,32W
43,3DD.00775723E8,Wild Summer Chinook,Mark,,69,3.5,,3/20/2017 7:59,JOHTRP,2015,2017,JOHTRP,3/20/2017 7:59,NPT,,,1,12W
44,3DD.007756F345,Wild Summer Chinook,Mark,,93,7.6,,3/20/2017 8:04,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:04,NPT,,,1,12W
45,3DD.007756C69A,Wild Summer Chinook,Mark,,77,4.3,,3/20/2017 8:04,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:04,NPT,,,1,12W
46,3DD.0077571CE7,Wild Summer Chinook,Mark,,85,6.2,,3/20/2017 8:04,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:04,NPT,,,1,12W
47,3DD.0077570EE1,Wild Summer Chinook,Mark,,87,6.6,,3/20/2017 8:05,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:05,NPT,,,1,12W
48,3DD.00774EB50A,Wild Summer Chinook,Mark,,79,5.1,,3/20/2017 8:05,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:05,NPT,,,1,12W
49,3DD.00775709C7,Wild Summer Chinook,Mark,,79,5.1,,3/20/2017 8:06,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:06,NPT,,,1,12W
50,3DD.00774F4876,Wild Summer Chinook,Mark,,82,5.7,,3/20/2017 8:06,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:06,NPT,,,1,12W
51,3DD.0077571268,Wild Summer Chinook,Mark,,80,4.9,,3/20/2017 8:06,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:06,NPT,,,1,12W
52,3DD.00774F89AA,Wild Summer Chinook,Mark,,83,6.1,,3/20/2017 8:06,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:06,NPT,,,1,12W
53,3DD.007756F022,Wild Summer Chinook,Mark,,89,7,,3/20/2017 8:07,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:07,NPT,,,1,12W
54,3DD.0077574EB3,Wild Summer Chinook,Mark,,92,7.3,,3/20/2017 8:07,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:07,NPT,,,1,12W
55,3DD.00774F718D,Wild Summer Chinook,Mark,,80,4.8,,3/20/2017 8:07,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:07,NPT,,,1,12W
56,3DD.00774FA6D7,Wild Summer Chinook,Mark,,75,4.4,,3/20/2017 8:08,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:08,NPT,,,1,12W
57,3DD.007756E2BE,Wild Summer Chinook,Mark,,79,4.7,,3/20/2017 8:08,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:08,NPT,,,1,12W
58,3DD.0077574816,Wild Summer Chinook,Mark,,83,5.3,,3/20/2017 8:08,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:08,NPT,,,1,12W
59,3DD.0077573274,Wild Summer Chinook,Mark,,80,5.4,,3/20/2017 8:09,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:09,NPT,,,1,12W
60,3DD.007757133F,Wild Summer Chinook,Mark,,79,4.8,,3/20/2017 8:09,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:09,NPT,,,1,12W
61,3DD.00774F74EF,Wild Summer Chinook,Mark,,85,6.4,,3/20/2017 8:09,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:09,NPT,,,1,12W
62,3DD.00774FC108,Wild Summer Chinook,Mark,,84,6.1,,3/20/2017 8:10,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:10,NPT,,,1,12W
63,3DD.007756ED79,Wild Summer Chinook,Mark,,87,6.4,,3/20/2017 8:10,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:10,NPT,,,1,12W
64,3DD.00774F8D12,Wild Summer Chinook,Mark,,80,4.8,,3/20/2017 8:10,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:10,NPT,,,1,12W
65,3DD.007756DF9F,Wild Summer Chinook,Mark,,85,6.1,,3/20/2017 8:10,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:10,NPT,,,1,12W
66,3DD.00774EC7E1,Wild Summer Chinook,Mark,,80,4.7,,3/20/2017 8:11,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:11,NPT,,,1,12W
67,3DD.00774EDA7B,Wild Summer Chinook,Mark,,72,3.6,,3/20/2017 8:11,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:11,NPT,,,1,12W
68,3DD.007756FBE8,Wild Summer Chinook,Mark,,82,5.1,,3/20/2017 8:11,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:11,NPT,,,1,12W
69,3DD.007756D303,Wild Summer Chinook,Mark,,88,6.8,,3/20/2017 8:12,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:12,NPT,,,1,12W
70,3DD.0077571839,Wild Summer Chinook,Mark,,87,6.5,,3/20/2017 8:12,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:12,NPT,,,1,12W
71,3DD.007756BF52,Wild Summer Chinook,Mark,,78,4.8,,3/20/2017 8:12,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:12,NPT,,,1,12W
72,3DD.00774E4A80,Wild Summer Chinook,Mark,,72,3.9,,3/20/2017 8:13,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:13,NPT,,,1,12W
73,3DD.0077572D72,Wild Summer Chinook,Mark,,98,9.9,,3/20/2017 8:13,JOHTRP,2015,2017,JOHTRP,3/20/2017 8:13,NPT,,,1,12W
