trap_year,facility,trap,species,run,origin,sex,age_designation,living_status,disposition,purpose,count
2005,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Female,Adult,Alive,Ponded,Brood Stock,37
2005,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Female,Adult,Alive,Released,Natural Spawning,12
2005,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Female,Jack/Jill,Alive,Released,Natural Spawning,1
2005,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Adult,Alive,Ponded,Brood Stock,36
2005,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Adult,Alive,Released,Natural Spawning,39
2005,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Jack/Jill,Alive,Ponded,Brood Stock,2
2005,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Jack/Jill,Alive,Released,Natural Spawning,4
2005,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Mtn White Fish,NA,Native,Unknown,NA,Alive,Released,Natural Spawning,12
2005,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Released,Natural Spawning,12
2005,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Transferred,Within FINS Facility,5
2005,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Female,NA,TrapMort,Disposed,Nutrient Enhancement,1
2005,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Male,NA,Alive,Released,Natural Spawning,14
2005,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Male,NA,Alive,Transferred,Within FINS Facility,5
2005,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Male,NA,TrapMort,Disposed,Nutrient Enhancement,1
2005,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Female,NA,Alive,Released,Natural Spawning,17
2005,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Female,NA,Alive,Transferred,Within FINS Facility,8
2005,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Male,NA,Alive,Released,Natural Spawning,16
2005,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Male,NA,Alive,Transferred,Within FINS Facility,8
2005,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,4
2005,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Released,Natural Spawning,24
2005,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Transferred,Within FINS Facility,15
2005,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Male,NA,Alive,Released,Natural Spawning,38
2005,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Male,NA,Alive,Transferred,Within FINS Facility,17
2005,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,8
2006,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Bull Trout,NA,Native,Unknown,NA,Alive,Released,Natural Spawning,14
2006,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Female,Adult,Killed,Disposed,Stray Removal,3
2006,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Female,Jack/Jill,Killed,Disposed,Stray Removal,1
2006,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Adult,Killed,Disposed,Stray Removal,5
2006,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Adult,Killed,Disposed,Stray Removal Distribution,2
2006,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Jack/Jill,Killed,Disposed,Stray Removal,1
2006,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Jack/Jill,TrapMort,Disposed,Nutrient Enhancement,1
2006,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Female,Adult,Alive,Released,Natural Spawning,19
2006,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Female,Jack/Jill,Alive,Released,Natural Spawning,2
2006,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Male,Adult,Alive,Released,Natural Spawning,25
2006,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Male,Jack/Jill,Alive,Released,Natural Spawning,26
2006,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Female,Adult,Alive,Ponded,Brood Stock,28
2006,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Female,Adult,Alive,Released,Natural Spawning,4
2006,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Adult,Alive,Ponded,Brood Stock,30
2006,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Adult,Alive,Released,Natural Spawning,31
2006,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Jack/Jill,Alive,Ponded,Brood Stock,2
2006,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Jack/Jill,Alive,Released,Natural Spawning,7
2006,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Cutthroat,NA,Native,Unknown,NA,Alive,Released,Natural Spawning,1
2006,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Mtn White Fish,NA,Native,Unknown,NA,Alive,Released,Natural Spawning,33
2006,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Steelhead,Summer,Unknown,Unknown,NA,TrapMort,Disposed,Nutrient Enhancement,1
2006,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Released,Natural Spawning,10
2006,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Transferred,Within FINS Facility,12
2006,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Male,NA,Alive,Released,Natural Spawning,18
2006,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Male,NA,Alive,Transferred,Within FINS Facility,11
2006,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,6
2006,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Female,NA,Alive,Released,Natural Spawning,38
2006,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Female,NA,Alive,Transferred,Within FINS Facility,35
2006,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Male,NA,Alive,Released,Natural Spawning,56
2006,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Male,NA,Alive,Transferred,Within FINS Facility,42
2006,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,1
2006,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Released,Natural Spawning,44
2006,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Transferred,Within FINS Facility,45
2006,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Male,NA,Alive,Released,Natural Spawning,35
2006,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Male,NA,Alive,Transferred,Within FINS Facility,29
2006,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,9
2007,NPT JCAPE Program,Johnson Creek Weir - Downstream Trap,Bull Trout,NA,Native,Unknown,NA,Alive,Released,Natural Spawning,1
2007,NPT JCAPE Program,Johnson Creek Weir - Downstream Trap,Mtn White Fish,NA,Native,Unknown,NA,Alive,Released,Natural Spawning,1
2007,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Bull Trout,NA,Native,Unknown,NA,Alive,Released,Natural Spawning,7
2007,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Female,Adult,Killed,Disposed,Stray Removal,1
2007,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Adult,Killed,Disposed,Stray Removal,4
2007,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Jack/Jill,Killed,Disposed,Stray Removal,7
2007,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Female,Adult,Alive,Released,Natural Spawning,28
2007,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Male,Adult,Alive,Released,Natural Spawning,44
2007,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Male,Jack/Jill,Alive,Released,Natural Spawning,144
2007,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Female,Adult,Alive,Ponded,Brood Stock,28
2007,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Female,Adult,Alive,Released,Natural Spawning,21
2007,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Adult,Alive,Ponded,Brood Stock,21
2007,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Adult,Alive,Released,Natural Spawning,44
2007,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Jack/Jill,Alive,Ponded,Brood Stock,3
2007,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Jack/Jill,Alive,Released,Natural Spawning,37
2007,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Mtn White Fish,NA,Native,Unknown,NA,Alive,Released,Natural Spawning,45
2007,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Released,Natural Spawning,17
2007,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Transferred,Within FINS Facility,19
2007,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Male,NA,Alive,Released,Natural Spawning,20
2007,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Male,NA,Alive,Transferred,Within FINS Facility,18
2007,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,1
2007,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Female,NA,Alive,Released,Natural Spawning,11
2007,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Female,NA,Alive,Transferred,Within FINS Facility,8
2007,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Male,NA,Alive,Released,Natural Spawning,12
2007,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Male,NA,Alive,Transferred,Within FINS Facility,15
2007,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,1
2007,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Released,Natural Spawning,16
2007,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Transferred,Within FINS Facility,23
2007,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Male,NA,Alive,Released,Natural Spawning,37
2007,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Male,NA,Alive,Transferred,Within FINS Facility,18
2008,NPT JCAPE Program,Johnson Creek Weir - Downstream Trap,Chinook,Summer,Hatchery-Stray,Male,Adult,TrapMort,Disposed,Nutrient Enhancement,1
2008,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Female,Adult,Killed,Disposed,Stray Removal,3
2008,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Female,Adult,Killed,Disposed,Stray Removal Distribution,8
2008,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Adult,Killed,Disposed,Stray Removal,2
2008,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Adult,Killed,Disposed,Stray Removal Distribution,3
2008,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Jack/Jill,Killed,Disposed,Stray Removal,1
2008,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Jack/Jill,Killed,Disposed,Stray Removal Distribution,4
2008,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Female,Adult,Alive,Released,Natural Spawning,96
2008,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Male,Adult,Alive,Released,Natural Spawning,80
2008,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Male,Jack/Jill,Alive,Released,Natural Spawning,135
2008,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Male,Jack/Jill,Killed,Disposed,Distribution,50
2008,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Male,Mini-Jack,Alive,Released,Natural Spawning,6
2008,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Female,Adult,Alive,Ponded,Brood Stock,38
2008,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Female,Adult,Alive,Released,Natural Spawning,99
2008,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Adult,Alive,Ponded,Brood Stock,38
2008,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Adult,Alive,Released,Natural Spawning,132
2008,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Jack/Jill,Alive,Ponded,Brood Stock,1
2008,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Jack/Jill,Alive,Released,Natural Spawning,17
2008,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Mini-Jack,Alive,Released,Natural Spawning,2
2008,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Cutthroat,NA,Native,Unknown,NA,Alive,Released,Natural Spawning,1
2008,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Mtn White Fish,NA,Native,Unknown,NA,Alive,Released,Natural Spawning,73
2008,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Released,Natural Spawning,7
2008,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Transferred,Within FINS Facility,4
2008,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Male,NA,Alive,Released,Natural Spawning,3
2008,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Male,NA,Alive,Transferred,Within FINS Facility,3
2008,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,3
2008,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Female,NA,Alive,Released,Natural Spawning,32
2008,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Female,NA,Alive,Transferred,Within FINS Facility,10
2008,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Male,NA,Alive,Released,Natural Spawning,41
2008,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Male,NA,Alive,Transferred,Within FINS Facility,10
2008,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Released,Natural Spawning,51
2008,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Transferred,Within FINS Facility,27
2008,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Male,NA,Alive,Released,Natural Spawning,71
2008,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Male,NA,Alive,Transferred,Within FINS Facility,45
2008,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Male,NA,TrapMort,Disposed,Nutrient Enhancement,1
2008,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,3
2009,NPT GRSME Program,Lostine River Weir,Bull Trout,NA,Uncategorized,Male,NA,Alive,Released,Natural Spawning,1
2009,NPT GRSME Program,Lostine River Weir,Bull Trout,NA,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,13
2009,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Female,Adult,Alive,Released,Natural Spawning,1
2009,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Female,NA,Alive,Ponded,Brood Stock,35
2009,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Female,NA,Alive,Released,Natural Spawning,191
2009,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Female,NA,Killed,Disposed,Distribution,329
2009,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Male,Adult,Killed,Disposed,Distribution,1
2009,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Male,NA,Alive,Ponded,Brood Stock,38
2009,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Male,NA,Alive,Released,Natural Spawning,163
2009,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Male,NA,Killed,Disposed,Distribution,1223
2009,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Male,NA,TrapMort,Disposed,Nutrient Enhancement,7
2009,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Unknown,NA,Killed,Disposed,Distribution,3
2009,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Natural,Female,NA,Alive,Ponded,Brood Stock,24
2009,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Natural,Female,NA,Alive,Released,Natural Spawning,176
2009,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Natural,Female,NA,TrapMort,Disposed,Nutrient Enhancement,1
2009,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Natural,Male,NA,Alive,Ponded,Brood Stock,23
2009,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Natural,Male,NA,Alive,Released,Natural Spawning,214
2009,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Natural,Male,NA,Killed,Disposed,Distribution,1
2009,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Natural,Unknown,Adult,Alive,Released,Natural Spawning,1
2009,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Natural,Unknown,NA,Alive,Released,Natural Spawning,1
2009,NPT GRSME Program,Lostine River Weir,Mtn White Fish,NA,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,10
2009,NPT GRSME Program,Lostine River Weir,Mtn White Fish,NA,Uncategorized,Unknown,NA,TrapMort,Disposed,Nutrient Enhancement,2
2009,NPT GRSME Program,Lostine River Weir,Rainbow Trout,NA,Uncategorized,Unknown,NA,TrapMort,Disposed,Nutrient Enhancement,1
2009,NPT GRSME Program,Lostine River Weir,Steelhead,Summer,Uncategorized,Female,NA,Alive,Released,Natural Spawning,2
2009,NPT JCAPE Program,Johnson Creek Weir - Downstream Trap,Bull Trout,NA,Native,Unknown,NA,Alive,Released,Natural Spawning,3
2009,NPT JCAPE Program,Johnson Creek Weir - Downstream Trap,Chinook,Summer,Hatchery-Stray,Male,Jack/Jill,Killed,Disposed,Stray Removal,1
2009,NPT JCAPE Program,Johnson Creek Weir - Downstream Trap,Chinook,Summer,Hatchery-Supplementation,Male,Jack/Jill,Alive,Released,Natural Spawning,16
2009,NPT JCAPE Program,Johnson Creek Weir - Downstream Trap,Mtn White Fish,NA,Native,Unknown,NA,Alive,Released,Natural Spawning,2
2009,NPT JCAPE Program,Johnson Creek Weir - Downstream Trap,Steelhead,Summer,Natural,Male,NA,Alive,Released,Natural Spawning,1
2009,NPT JCAPE Program,Johnson Creek Weir - Downstream Trap,Steelhead,Summer,Natural,Unknown,NA,Alive,Released,Natural Spawning,1
2009,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Bull Trout,NA,Native,Unknown,NA,Alive,Released,Natural Spawning,18
2009,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Female,Adult,Killed,Disposed,Stray Removal,2
2009,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Female,Adult,Killed,Disposed,Stray Removal Distribution,7
2009,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Adult,Killed,Disposed,Stray Removal,6
2009,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Adult,Killed,Disposed,Stray Removal Distribution,2
2009,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Jack/Jill,Killed,Disposed,Stray Removal,7
2009,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Jack/Jill,Killed,Disposed,Stray Removal Distribution,2
2009,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Female,Adult,Alive,Released,Natural Spawning,157
2009,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Female,Adult,TrapMort,Disposed,Nutrient Enhancement,1
